image_id,label
10174.jpg,0.9967531
10175.jpg,0.9871032
10176.jpg,0.48576868
10177.jpg,0.99175143
10178.jpg,0.9387973
10179.jpg,0.27565238
1018.jpg,0.89689857
10180.jpg,0.9950616
10181.jpg,0.9930339
10182.jpg,0.9040042
10183.jpg,0.9729762
10184.jpg,0.9981667
10185.jpg,0.97985375
10186.jpg,0.9920152
10187.jpg,0.9980841
10188.jpg,0.99745274
10189.jpg,0.9895891
1019.jpg,0.9926847
10190.jpg,0.99194264
10191.jpg,0.98267555
10192.jpg,0.9675848
10193.jpg,0.98725194
10194.jpg,0.98613715
10195.jpg,0.9979891
10196.jpg,0.99688154
10197.jpg,0.965719
10198.jpg,0.9439125
10199.jpg,0.9831814
102.jpg,0.44848746
1020.jpg,0.99778736
10200.jpg,0.97028387
10201.jpg,0.99159676
10202.jpg,0.9908869
10203.jpg,0.9963062
10204.jpg,0.9559848
10205.jpg,0.98932546
10206.jpg,0.91100705
10207.jpg,0.98441476
10208.jpg,0.9960025
10209.jpg,0.99789166
1021.jpg,0.9931646
10210.jpg,0.9910118
10211.jpg,0.99521136
10212.jpg,0.989589
10213.jpg,0.9982774
10214.jpg,0.96665406
10215.jpg,0.99626833
10216.jpg,0.98813736
10217.jpg,0.99467224
10218.jpg,0.99342954
10219.jpg,0.9959275
1022.jpg,0.62084335
10220.jpg,0.9975374
10221.jpg,0.99011606
10222.jpg,0.9963132
10223.jpg,0.9944658
10224.jpg,0.9945772
10225.jpg,0.99885714
10226.jpg,0.9910381
10227.jpg,0.4126347
10228.jpg,0.99742675
10229.jpg,0.9967508
1023.jpg,0.9860566
10230.jpg,0.9944787
10231.jpg,0.9979083
10232.jpg,0.6960087
10233.jpg,0.97806996
10234.jpg,0.99561656
10235.jpg,0.98475116
10236.jpg,0.9660598
10237.jpg,0.889133
10238.jpg,0.9985189
10239.jpg,0.98733777
1024.jpg,0.98160625
10240.jpg,0.994026
10241.jpg,0.99781936
10242.jpg,0.68120766
10243.jpg,0.9721222
10244.jpg,0.98422754
10245.jpg,0.21924695
10246.jpg,0.9978133
10247.jpg,0.9975464
10248.jpg,0.99761486
10249.jpg,0.07840156
1025.jpg,0.99806136
10250.jpg,0.9759706
10251.jpg,0.9981551
10252.jpg,0.9968137
10253.jpg,0.9879446
10254.jpg,0.24160665
10255.jpg,0.9892617
10256.jpg,0.9366535
10257.jpg,0.9983239
10258.jpg,0.95511574
10259.jpg,0.9952431
1026.jpg,0.96889746
10260.jpg,0.98134977
10261.jpg,0.3747414
10262.jpg,0.9906492
10263.jpg,0.995699
10264.jpg,0.98698896
10265.jpg,0.9859451
10266.jpg,0.991503
10267.jpg,0.994944
10268.jpg,0.99607027
10269.jpg,0.99740475
1027.jpg,0.9523733
10270.jpg,0.91166407
10271.jpg,0.9127381
10272.jpg,0.94382995
10273.jpg,0.97537625
10274.jpg,0.7706824
10275.jpg,0.93110967
10276.jpg,0.99373746
10277.jpg,0.99770015
10278.jpg,0.9976335
10279.jpg,0.8526799
1028.jpg,0.99913704
10280.jpg,0.9964221
10281.jpg,0.8757881
10282.jpg,0.9942991
10283.jpg,0.5581818
10284.jpg,0.99905217
10285.jpg,0.9941762
10286.jpg,0.70896995
10287.jpg,0.9595256
10288.jpg,0.9982805
10289.jpg,0.94366604
1029.jpg,0.954489
10290.jpg,0.9938137
10291.jpg,0.9965996
10292.jpg,0.993795
10293.jpg,0.998538
10294.jpg,0.9893677
10295.jpg,0.9885621
10296.jpg,0.61838925
10297.jpg,0.9989928
10298.jpg,0.99747014
10299.jpg,0.9978432
1030.jpg,0.9874225
10300.jpg,0.9956117
10301.jpg,0.98902905
10302.jpg,0.98615
10303.jpg,0.9950838
10304.jpg,0.9821013
10305.jpg,0.98152083
10306.jpg,0.99091333
10307.jpg,0.98508674
10308.jpg,0.99779445
10309.jpg,0.9462754
1031.jpg,0.9839865
10310.jpg,0.9932643
10311.jpg,0.85422766
10312.jpg,0.9987466
10313.jpg,0.95896786
10314.jpg,0.9029348
10315.jpg,0.9854591
10316.jpg,0.996831
10317.jpg,0.9507606
10318.jpg,0.93932456
10319.jpg,0.9947134
1032.jpg,0.99032116
10320.jpg,0.98570794
10321.jpg,0.9938142
10322.jpg,0.9944034
10323.jpg,0.98889524
10324.jpg,0.9710065
10325.jpg,0.98105764
10326.jpg,0.961148
10327.jpg,0.98153853
10328.jpg,0.99404687
10329.jpg,0.8565824
1033.jpg,0.99752903
10330.jpg,0.98670095
10331.jpg,0.9943561
10332.jpg,0.9982562
10333.jpg,0.99300325
10334.jpg,0.9975021
10335.jpg,0.991378
10336.jpg,0.49842712
10337.jpg,0.9967165
10338.jpg,0.71101654
10339.jpg,0.92559683
1034.jpg,0.99859923
10340.jpg,0.99686646
10341.jpg,0.9195774
10342.jpg,0.9950588
10343.jpg,0.95503026
10344.jpg,0.9946558
10345.jpg,0.99477535
10346.jpg,0.8200691
10347.jpg,0.9906492
10348.jpg,0.9843176
10349.jpg,0.9852857
1035.jpg,0.9909464
10350.jpg,0.9859644
10351.jpg,0.99645716
10352.jpg,0.99716705
10353.jpg,0.5510046
10354.jpg,0.99841714
10355.jpg,0.99770933
10356.jpg,0.9788529
10357.jpg,0.9878647
10358.jpg,0.9814764
10359.jpg,0.99320096
1036.jpg,0.9644507
10360.jpg,0.9972608
10361.jpg,0.99833274
10362.jpg,0.9874332
10363.jpg,0.98869556
10364.jpg,0.76977056
10365.jpg,0.9332266
10366.jpg,0.9937443
10367.jpg,0.9938489
10368.jpg,0.99783236
10369.jpg,0.9449994
1037.jpg,0.9632846
10370.jpg,0.58495533
10371.jpg,0.98988664
10372.jpg,0.998601
10373.jpg,0.95889795
10374.jpg,0.9966562
10375.jpg,0.998378
10376.jpg,0.519163
10377.jpg,0.98083496
10378.jpg,0.9955959
10379.jpg,0.9979228
1038.jpg,0.9699018
10380.jpg,0.35425052
10381.jpg,0.81746423
10382.jpg,0.9981809
10383.jpg,0.99430877
10384.jpg,0.9945449
10385.jpg,0.9428038
10386.jpg,0.89922404
10387.jpg,0.98962134
10388.jpg,0.9941852
10389.jpg,0.92840683
1039.jpg,0.9974785
10390.jpg,0.990528
10391.jpg,0.9852148
10392.jpg,0.9991193
10393.jpg,0.9561627
10394.jpg,0.99604404
10395.jpg,0.9758406
10396.jpg,0.9937462
10397.jpg,0.9720513
10398.jpg,0.9952326
10399.jpg,0.99142176
104.jpg,0.99518436
1040.jpg,0.9864708
10400.jpg,0.895874
10401.jpg,0.99312437
10402.jpg,0.9994082
10403.jpg,0.9898204
10404.jpg,0.9677431
10405.jpg,0.988042
10406.jpg,0.99881464
10407.jpg,0.9788721
10408.jpg,0.9979593
10409.jpg,0.96178263
1041.jpg,0.91259813
10410.jpg,0.9479906
10411.jpg,0.99742436
10412.jpg,0.97225505
10413.jpg,0.99733377
10414.jpg,0.99434024
10415.jpg,0.9925056
10416.jpg,0.08005949
10417.jpg,0.9911875
10418.jpg,0.99821967
10419.jpg,0.9964931
1042.jpg,0.98571473
10420.jpg,0.99175435
10421.jpg,0.9137416
10422.jpg,0.99895483
10423.jpg,0.99750143
10424.jpg,0.99086386
10425.jpg,0.7932269
10426.jpg,0.9783434
10427.jpg,0.9585924
10428.jpg,0.9900955
10429.jpg,0.9690428
1043.jpg,0.9982469
10430.jpg,0.99770707
10431.jpg,0.96137923
10432.jpg,0.9586785
10433.jpg,0.9949859
10434.jpg,0.9959023
10435.jpg,0.51005864
10436.jpg,0.6752129
10437.jpg,0.97298104
10438.jpg,0.98997384
10439.jpg,0.99651915
1044.jpg,0.99461836
10440.jpg,0.9588096
10441.jpg,0.9977508
10442.jpg,0.7564061
10443.jpg,0.95947635
10444.jpg,0.954856
10445.jpg,0.9942871
10446.jpg,0.9347503
10447.jpg,0.5776541
10448.jpg,0.989317
10449.jpg,0.92796445
1045.jpg,0.9833301
10450.jpg,0.9942878
10451.jpg,0.99805087
10452.jpg,0.9902645
10453.jpg,0.9988541
10454.jpg,0.9996623
10455.jpg,0.9746455
10456.jpg,0.9894325
10457.jpg,0.9618443
10458.jpg,0.78506446
10459.jpg,0.99509686
1046.jpg,0.9825666
10460.jpg,0.9970634
10461.jpg,0.994098
10462.jpg,0.92747885
10463.jpg,0.97739714
10464.jpg,0.9878727
10465.jpg,0.9928237
10466.jpg,0.8311026
10467.jpg,0.99707144
10468.jpg,0.96561235
10469.jpg,0.99747115
1047.jpg,0.99837756
10470.jpg,0.99296963
10471.jpg,0.9875917
10472.jpg,0.9963087
10473.jpg,0.060574185
10474.jpg,0.9966829
10475.jpg,0.9847523
10476.jpg,0.99399704
10477.jpg,0.99642026
10478.jpg,0.9962527
10479.jpg,0.99612945
1048.jpg,0.9967805
10480.jpg,0.983209
10481.jpg,0.9495314
10482.jpg,0.9979553
10483.jpg,0.980969
10484.jpg,0.9934242
10485.jpg,0.9945027
10486.jpg,0.9875562
10487.jpg,0.97842413
10488.jpg,0.99719375
10489.jpg,0.99356925
1049.jpg,0.99108285
10490.jpg,0.8765733
10491.jpg,0.99074554
10492.jpg,0.98635614
10493.jpg,0.89135194
10494.jpg,0.9826472
10495.jpg,0.9881819
10496.jpg,0.99834716
10497.jpg,0.9716046
10498.jpg,0.99660176
10499.jpg,0.9990155
105.jpg,0.9976939
1050.jpg,0.9896506
10500.jpg,0.9898813
10501.jpg,0.99800825
10502.jpg,0.9959971
10503.jpg,0.96121824
10504.jpg,0.9810642
10505.jpg,0.99932015
10506.jpg,0.9933562
10507.jpg,0.99375284
10508.jpg,0.9973334
10509.jpg,0.9583933
1051.jpg,0.99812335
10510.jpg,0.9530019
10511.jpg,0.9970903
10512.jpg,0.99719155
10513.jpg,0.98069894
10514.jpg,0.99778706
10515.jpg,0.8155807
10516.jpg,0.9278279
10517.jpg,0.9911272
10518.jpg,0.9470185
10519.jpg,0.99711066
1052.jpg,0.99233556
10520.jpg,0.9918077
10521.jpg,0.9852696
10522.jpg,0.9948006
10523.jpg,0.99302673
10524.jpg,0.43514317
10525.jpg,0.989539
10526.jpg,0.99299794
10527.jpg,0.8665752
10528.jpg,0.9976574
10529.jpg,0.9909619
1053.jpg,0.9769341
10530.jpg,0.9275276
10531.jpg,0.9943702
10532.jpg,0.9947623
10533.jpg,0.24681675
10534.jpg,0.9991142
10535.jpg,0.97971493
10536.jpg,0.97785044
10537.jpg,0.99132526
10538.jpg,0.9732447
10539.jpg,0.9340656
1054.jpg,0.90835375
10540.jpg,0.99750954
10541.jpg,0.99684155
10542.jpg,0.9961914
10543.jpg,0.9985423
10544.jpg,0.9969737
10545.jpg,0.9920646
10546.jpg,0.99887997
10547.jpg,0.99835885
10548.jpg,0.9934711
10549.jpg,0.9982437
1055.jpg,0.99391943
10550.jpg,0.9895161
10551.jpg,0.74811065
10552.jpg,0.94867516
10553.jpg,0.9932072
10554.jpg,0.9986634
10555.jpg,0.99931365
10556.jpg,0.98300564
10557.jpg,0.9642872
10558.jpg,0.9918175
10559.jpg,0.96161187
1056.jpg,0.9937653
10560.jpg,0.9798189
10561.jpg,0.97907156
10562.jpg,0.99884784
10563.jpg,0.57019114
10564.jpg,0.99439013
10565.jpg,0.97635514
10566.jpg,0.99795437
10567.jpg,0.906542
10568.jpg,0.99144346
10569.jpg,0.989341
1057.jpg,0.99800336
10570.jpg,0.99240243
10571.jpg,0.9733203
10572.jpg,0.9844677
10573.jpg,0.35715288
10574.jpg,0.96917886
10575.jpg,0.992882
10576.jpg,0.87896204
10577.jpg,0.9977554
10578.jpg,0.93283343
10579.jpg,0.97075605
1058.jpg,0.99396515
10580.jpg,0.99647075
10581.jpg,0.97396654
10582.jpg,0.9795509
10583.jpg,0.9968964
10584.jpg,0.99692136
10585.jpg,0.9784254
10586.jpg,0.97134876
10587.jpg,0.996528
10588.jpg,0.9985744
10589.jpg,0.9965294
1059.jpg,0.98838377
10590.jpg,0.9847439
10591.jpg,0.91324854
10592.jpg,0.99854934
10593.jpg,0.9938616
10594.jpg,0.9971078
10595.jpg,0.9935511
10596.jpg,0.9821374
10597.jpg,0.95421684
10598.jpg,0.9822372
10599.jpg,0.9323677
106.jpg,0.8859819
1060.jpg,0.9792903
10600.jpg,0.13233228
10601.jpg,0.9953304
10602.jpg,0.27926707
10603.jpg,0.9900901
10604.jpg,0.99655086
10605.jpg,0.9685416
10606.jpg,0.99593705
10607.jpg,0.993615
10608.jpg,0.99864376
10609.jpg,0.87213975
1061.jpg,0.99870986
10610.jpg,0.98256695
10611.jpg,0.9888465
10612.jpg,0.99371135
10613.jpg,0.9915725
10614.jpg,0.9969982
10615.jpg,0.9965254
10616.jpg,0.4122789
10617.jpg,0.99446416
10618.jpg,0.9941343
10619.jpg,0.98262906
1062.jpg,0.802083
10620.jpg,0.9969642
10621.jpg,0.8270933
10622.jpg,0.97330916
10623.jpg,0.9884033
10624.jpg,0.9533139
10625.jpg,0.649197
10626.jpg,0.9973589
10627.jpg,0.9801496
10628.jpg,0.99805695
10629.jpg,0.9546409
1063.jpg,0.9978642
10630.jpg,0.9929557
10631.jpg,0.988277
10632.jpg,0.9976816
10633.jpg,0.99369806
10634.jpg,0.94341165
10635.jpg,0.99437344
10636.jpg,0.9978249
10637.jpg,0.99668235
10638.jpg,0.99708754
10639.jpg,0.9969225
1064.jpg,0.98796374
10640.jpg,0.9561883
10641.jpg,0.9786016
10642.jpg,0.9972016
10643.jpg,0.9244407
10644.jpg,0.9838909
10645.jpg,0.965744
10646.jpg,0.97919023
10647.jpg,0.99295694
10648.jpg,0.98717177
10649.jpg,0.9406805
1065.jpg,0.9935404
10650.jpg,0.9627813
10651.jpg,0.99142927
10652.jpg,0.99657786
10653.jpg,0.9960076
10654.jpg,0.9945828
10655.jpg,0.98160046
10656.jpg,0.9938335
10657.jpg,0.95485073
10658.jpg,0.9983653
10659.jpg,0.9983852
1066.jpg,0.9882432
10660.jpg,0.99681264
10661.jpg,0.9990739
10662.jpg,0.9784435
10663.jpg,0.9944669
10664.jpg,0.99628067
10665.jpg,0.81355417
10666.jpg,0.9878412
10667.jpg,0.9981869
10668.jpg,0.9995878
10669.jpg,0.99179727
1067.jpg,0.99433064
10670.jpg,0.88002104
10671.jpg,0.9952721
10672.jpg,0.9936907
10673.jpg,0.6350689
10674.jpg,0.96504253
10675.jpg,0.9776654
10676.jpg,0.9958738
10677.jpg,0.9372667
10678.jpg,0.9967319
10679.jpg,0.99776435
1068.jpg,0.9729417
10680.jpg,0.9963522
10681.jpg,0.9472958
10682.jpg,0.9977945
10683.jpg,0.99359286
10684.jpg,0.8950806
10685.jpg,0.9730926
10686.jpg,0.8951742
10687.jpg,0.99794257
10688.jpg,0.9922937
10689.jpg,0.9973896
1069.jpg,0.92975473
10690.jpg,0.9890878
10691.jpg,0.9885345
10692.jpg,0.9530201
10693.jpg,0.9670227
10694.jpg,0.99473375
10695.jpg,0.98601514
10696.jpg,0.9959472
10697.jpg,0.9975293
10698.jpg,0.9985759
10699.jpg,0.9908567
107.jpg,0.994278
1070.jpg,0.9987514
10700.jpg,0.983923
10701.jpg,0.9829383
10702.jpg,0.86953866
10703.jpg,0.8761965
10704.jpg,0.9878619
10705.jpg,0.99874556
10706.jpg,0.7538172
10707.jpg,0.9970008
10708.jpg,0.9970081
10709.jpg,0.7728858
1071.jpg,0.94408
10710.jpg,0.92478836
10711.jpg,0.991805
10712.jpg,0.98790956
10713.jpg,0.9940559
10714.jpg,0.97464305
10715.jpg,0.9988591
10716.jpg,0.99569434
10717.jpg,0.9992207
10718.jpg,0.95906365
10719.jpg,0.9912167
1072.jpg,0.99479884
10720.jpg,0.99367005
10721.jpg,0.97969735
10722.jpg,0.9639194
10723.jpg,0.94370437
10724.jpg,0.99945474
10725.jpg,0.9889417
10726.jpg,0.91663694
10727.jpg,0.9893853
10728.jpg,0.98696375
10729.jpg,0.988327
1073.jpg,0.72144234
10730.jpg,0.97805816
10731.jpg,0.9960458
10732.jpg,0.9641438
10733.jpg,0.991532
10734.jpg,0.99674696
10735.jpg,0.36424214
10736.jpg,0.99765813
10737.jpg,0.9974781
10738.jpg,0.9961113
10739.jpg,0.9950109
1074.jpg,0.8949865
10740.jpg,0.98022556
10741.jpg,0.9831531
10742.jpg,0.98404807
10743.jpg,0.99598
10744.jpg,0.9576026
10745.jpg,0.64824027
10746.jpg,0.944021
10747.jpg,0.99346244
10748.jpg,0.9881695
10749.jpg,0.9024791
1075.jpg,0.9901429
10750.jpg,0.9857473
10751.jpg,0.9942279
10752.jpg,0.99816483
10753.jpg,0.99234945
10754.jpg,0.9778818
10755.jpg,0.995353
10756.jpg,0.9983687
10757.jpg,0.7638566
10758.jpg,0.9957292
10759.jpg,0.9975426
1076.jpg,0.9962747
10760.jpg,0.9898326
10761.jpg,0.9926611
10762.jpg,0.87313306
10763.jpg,0.99074054
10764.jpg,0.9974573
10765.jpg,0.99740833
10766.jpg,0.97232765
10767.jpg,0.9831399
10768.jpg,0.99841917
10769.jpg,0.98816633
1077.jpg,0.99582726
10770.jpg,0.99787843
10771.jpg,0.9636489
10772.jpg,0.9854235
10773.jpg,0.95078397
10774.jpg,0.64305824
10775.jpg,0.7592498
10776.jpg,0.99557537
10777.jpg,0.8260383
10778.jpg,0.98468447
10779.jpg,0.76480144
1078.jpg,0.9907828
10780.jpg,0.98934376
10781.jpg,0.9908239
10782.jpg,0.9582858
10783.jpg,0.96993035
10784.jpg,0.9899328
10785.jpg,0.9816935
10786.jpg,0.99427253
10787.jpg,0.99098
10788.jpg,0.91829973
10789.jpg,0.9940985
1079.jpg,0.9969784
10790.jpg,0.98918366
10791.jpg,0.99684525
10792.jpg,0.99821913
10793.jpg,0.99413544
10794.jpg,0.92540145
10795.jpg,0.3605173
10796.jpg,0.9984053
10797.jpg,0.99618196
10798.jpg,0.9723038
10799.jpg,0.98059404
108.jpg,0.9819776
1080.jpg,0.9981845
10800.jpg,0.994676
10801.jpg,0.9847147
10802.jpg,0.99732685
10803.jpg,0.9967984
10804.jpg,0.9056457
10805.jpg,0.99859226
10806.jpg,0.9869498
10807.jpg,0.9645176
10808.jpg,0.98625016
10809.jpg,0.90352416
1081.jpg,0.11800487
10810.jpg,0.97713953
10811.jpg,0.977225
10812.jpg,0.985837
10813.jpg,0.99630624
10814.jpg,0.98287797
10815.jpg,0.99807954
10816.jpg,0.9999365
10817.jpg,0.98855203
10818.jpg,0.99803007
10819.jpg,0.99182904
1082.jpg,0.99405766
10820.jpg,0.96922517
10821.jpg,0.99605167
10822.jpg,0.9988232
10823.jpg,0.40675178
10824.jpg,0.97675645
10825.jpg,0.98517543
10826.jpg,0.9686502
10827.jpg,0.9962563
10828.jpg,0.82748437
10829.jpg,0.9777091
1083.jpg,0.99911296
10830.jpg,0.95715004
10831.jpg,0.99606323
10832.jpg,0.992201
10833.jpg,0.9974239
10834.jpg,0.9987359
10835.jpg,0.9968485
10836.jpg,0.9964554
10837.jpg,0.9985769
10838.jpg,0.9901561
10839.jpg,0.9906084
1084.jpg,0.99773043
10840.jpg,0.97900414
10841.jpg,0.99380326
10842.jpg,0.9982974
10843.jpg,0.9937314
10844.jpg,0.9988756
10845.jpg,0.9996452
10846.jpg,0.98159003
10847.jpg,0.99403185
10848.jpg,0.9992947
10849.jpg,0.9473089
1085.jpg,0.9841458
10850.jpg,0.91498685
10851.jpg,0.981969
10852.jpg,0.9946451
10853.jpg,0.9689742
10854.jpg,0.9977563
10855.jpg,0.99965364
10856.jpg,0.99680686
10857.jpg,0.1210968
10858.jpg,0.93817866
10859.jpg,0.9877656
1086.jpg,0.96237653
10860.jpg,0.8505908
10861.jpg,0.9686593
10862.jpg,0.9554037
10863.jpg,0.99431264
10864.jpg,0.9876307
10865.jpg,0.9724071
10866.jpg,0.9612782
10867.jpg,0.9887248
10868.jpg,0.9861115
10869.jpg,0.6021005
1087.jpg,0.9783833
10870.jpg,0.9663823
10871.jpg,0.99874264
10872.jpg,0.9912326
10873.jpg,0.9532256
10874.jpg,0.9916122
10875.jpg,0.7049185
10876.jpg,0.91523296
10877.jpg,0.99576586
10878.jpg,0.99877334
10879.jpg,0.9786361
1088.jpg,0.997179
10880.jpg,0.99075854
10881.jpg,0.99432826
10882.jpg,0.99735165
10883.jpg,0.9684328
10884.jpg,0.9856932
10885.jpg,0.9831148
10886.jpg,0.99955803
10887.jpg,0.8311484
10888.jpg,0.9942372
10889.jpg,0.9860917
1089.jpg,0.9809294
10890.jpg,0.998052
10891.jpg,0.46183062
10892.jpg,0.98876363
10893.jpg,0.9927075
10894.jpg,0.88853854
10895.jpg,0.99420285
10896.jpg,0.9971003
10897.jpg,0.85825115
10898.jpg,0.99135715
10899.jpg,0.99097073
109.jpg,0.9995728
1090.jpg,0.9813601
10900.jpg,0.9978792
10901.jpg,0.99654794
10902.jpg,0.9932998
10903.jpg,0.9391564
10904.jpg,0.99953073
10905.jpg,0.99493074
10906.jpg,0.99564004
10907.jpg,0.99859864
10908.jpg,0.8924015
10909.jpg,0.98314136
1091.jpg,0.9662101
10910.jpg,0.9968602
10911.jpg,0.9932489
10912.jpg,0.9804699
10913.jpg,0.9877421
10914.jpg,0.994851
10915.jpg,0.996605
10916.jpg,0.942594
10917.jpg,0.99641603
10918.jpg,0.9551119
10919.jpg,0.9980112
1092.jpg,0.993295
10920.jpg,0.9823684
10921.jpg,0.98483187
10922.jpg,0.99044704
10923.jpg,0.99688697
10924.jpg,0.9842511
10925.jpg,0.9973824
10926.jpg,0.83185124
10927.jpg,0.9771743
10928.jpg,0.99872714
10929.jpg,0.99021786
1093.jpg,0.9951788
10930.jpg,0.9835312
10931.jpg,0.9820373
10932.jpg,0.97680396
10933.jpg,0.960174
10934.jpg,0.97502077
10935.jpg,0.9960637
10936.jpg,0.97510827
10937.jpg,0.9051078
10938.jpg,0.99378407
10939.jpg,0.99541366
1094.jpg,0.99564
10940.jpg,0.9884152
10941.jpg,0.99403757
10942.jpg,0.99076694
10943.jpg,0.9899246
10944.jpg,0.9913722
10945.jpg,0.9995669
10946.jpg,0.7031981
10947.jpg,0.9439698
10948.jpg,0.89454514
10949.jpg,0.8378426
1095.jpg,0.96245265
10950.jpg,0.9760567
10951.jpg,0.9952182
10952.jpg,0.8756547
10953.jpg,0.9919656
10954.jpg,0.9904863
10955.jpg,0.99399424
10956.jpg,0.9854359
10957.jpg,0.9959718
10958.jpg,0.99785393
10959.jpg,0.99797225
1096.jpg,0.99366117
10960.jpg,0.9879481
10961.jpg,0.98453957
10962.jpg,0.99810714
10963.jpg,0.9900586
10964.jpg,0.96791065
10965.jpg,0.9990827
10966.jpg,0.12033493
10967.jpg,0.9961937
10968.jpg,0.99662244
10969.jpg,0.99254376
1097.jpg,0.993355
10970.jpg,0.9959956
